Themes/Phrases,strength
respiratory illness Asthma Attacks,2.0
Respiratory symptoms,1.0
immune system,1.0
renal function,1.0
Reproductive effects,1.0
Neurological disorders,1.0
Learning disabilities,1.0
respiratory emergency room visits,2.0
Increased airway,1.0
heart rate variability Myocardial infarctions,2.5
Respiratory illness,1.0
Nitrogen Oxides,1.0
Increased susceptibility,1.0
lungs Inflammation,1.0
respiratory damage,1.0
respiratory infection,1.0
respiratory cell damage,1.5
Acute inflammation,1.0
respiratory emergency room visits,2.0
exercising asthmatics,1.0
Current uncertainties,1.0
pulmonary function,1.0
Respiratory symptoms,1.0
quantitative estimates,1.0
primary benefits,1.0
Asthma Status,1.0
ecological effects,1.0
restricted activity days,1.5
excluding asthma,1.0
modeling limitations,1.0
Ecological Effects,1.0
Air Pollutants,1.0
Quantified Effects,1.0
Unquantified Effects,1.0
supplemental calculation,1.0
commercial timber sales yields,2.0
recreational freshwater fishing,1.5
double counting,1.0
commercial freshwater fishing,1.5
nature study,1.0
ambient ozone,1.0
agricultural production,1.0
criteria air pollutant mix,2.0
Recreational visibility,1.0
double counting,1.0
commercial timber,1.0
particulate matter,1.0
commercial forests,1.0
non-timber forest,1.0
Nitrogen Deposition,1.0
water filtration flood control,2.0
Watershed damages,1.0
estuarine ecosystems,1.0
Recreational visibility,1.0
Reduced existence value,1.5
option values,1.0
commercial fishing,1.0
reduced crop Impacts,1.5
Ozone Impacts,1.0
reproductive effects,1.0
nature study,1.0
Acidic Deposition,1.0
terrestrial ecosystems,1.0
recreational fishing,1.0
Watershed damages,1.0
water filtration,1.0
flood control,1.0
Reduced existence value,1.5
option values,1.0
ambient pollutant concentrations,1.5
adverse health effects,1.5
general approach,1.0
baseline scenario,1.0
health effect,1.0
health effect,1.0
respiratory disease,1.0
pollutant concentration,1.0
Reduced existence value,1.5
option values,1.0
asthmatic children,1.0
baseline incidence,1.0
adverse health effects,1.5
grid cell,1.0
health benefits,1.0
health effects,1.0
air quality modeling,1.5
baseline scenarios,1.0
incidence changes,1.0
annual incidence changefor,1.5
grid cells,1.0
adverse health effect,1.5
pollutant concentration,1.0
unit change,1.0
air quality,1.0
fourth input value,1.5
epidemiological studies,1.0
regional estimates,1.0
health benefits,1.0
national benefits results,1.5
ambient air concentrations,1.5
morbidity risk data,1.5
locationspecific estimates,1.0
long-range transport,1.0
major pollutants,1.0
scientific literature,1.0
pollutant exposures,1.0
estimation procedure,1.0
subsequent exposure,1.0
recreational sites,1.0
national health benefits estimates,2.0
regional benefits,1.0
input values,1.0
adverse health effect,1.5
adverse health effects,1.5
population density,1.0
air quality models,1.5
location-specific baseline mortality,1.5
valuation steps,1.0
visitation rates,1.0
emissions-weighted approach,1.0
short-term mortality endpoint,1.5
analytical tools,1.0
total health,1.0
air quality estimates,1.5
ozone results,1.0
grid cell,1.0
particulate matter,1.0
human health,1.0
observed ozone,1.0
population exposure,1.0
grid cell,1.0
control exposure predictions,1.5
actual monitoring data,1.5
adjustment ratios,1.0
Recreational visibility benefits,1.5
Skies emissions reductions,1.5
disaggregated benefits,1.0
direct inputs,1.0
regional analysis,1.0
visibility benefits,1.0
grid cell,1.0
health effect endpoints,1.5
ambient pollution levels,1.5
modeling data,1.0
baseline year,1.0
ozone monitor,1.0
ozone levels,1.0
ozone monitors,1.0
1996 ozone monitor levels,2.0
relative sense,1.0
grid cell,1.0
distance-weighted average,1.0
ozone levels,1.0
future year,1.0
future-year ozone levels,1.5
population exposure,1.0
grid cell,1.0
CAMx modeling data,1.5
air pollutant,1.0
expected changes,1.0
different parts,1.0
health benefits,1.0
apportioned benefits,1.0
grid cell,1.0
extrapolated grid cell population estimates,2.5
pollutant concentrations,1.0
air pollutant concentration,1.5
future years,1.0
asthma attacks,1.0
epidemiological study,1.0
particular age,1.0
Asthma Attacks,1.0
Respiratory Symptoms,1.0
Restricted Activity Days,1.5
Work Loss Days,1.5
pollution levels,1.0
particular study,1.0
health effect,1.0
age groups,1.0
Baseline Incidence Rate,1.5
ambient levels,1.0
mortality rates,1.0
change relative,1.0
national-level incidence rates,1.5
PM-related mortality,1.0
hospital admissions,1.0
Concentration-Response Functions,1.0
baseline incidence,1.0
reference study,1.0
human health effects,1.5
recently available,1.0
study design,1.0
nine selection criteria,1.5
study population,1.0
age categories,1.0
study population,1.0
pollutant exposures,1.0
baseline incidence data,1.5
baseline conditions,1.0
national level incidence rates,2.0
incidence rates,1.0
particulate matter,1.0
benefits analysis,1.0
Detailed information,1.0
significant health effects,1.5
peer review process,1.5
Consideration Comments,1.0
cross-sectional studies,1.0
ecological studies,1.0
chronic exposure,1.0
confounding variables,1.0
prospective cohort studies,1.5
chronic exposures,1.0
short-term exposure,1.0
particulate matter,1.0
monetized benefits,1.0
premature mortality,1.0
statistical power,1.0
prospective cohort studies,1.5
cross-sectional studies,1.0
chronic effects,1.0
longitudinal time series studies,2.0
latter type,1.0
lag approaches,1.0
life style,1.0
daily mortality studies,2.1666667
Study period Studies,1.5
narrow population groups,1.5
possible changes,1.0
large sample,1.0
study population,1.0
age distribution,1.0
age distribution,1.0
study population,1.0
potential differences,1.0
model Models,1.0
pollutant effects,1.0
medical care system,1.5
exposure patterns,1.0
potential colinearity,1.0
black smoke,1.0
population age category,1.5
benefits analysis,1.0
particulate matter,2.0
monetary terms,1.0
valuable health,1.0
health effects,1.0
expiratory volume,1.0
technical measurements,1.0
effects lung,1.0
adverse health effects,1.5
overall benefits analysis,1.5
emergency room visits,1.5
hospital admissions,1.0
total incidence change,1.5
Non-overlapping endpoints,1.0
Including emergency room visits,2.0
Concentration-response relationships,1.0
individual health endpoint,1.5
hospital admissions,1.0
single function,1.0
health endpoint,1.0
pollution levels,1.0
incidence changes,1.0
general application,1.0
incidence change,1.0
health effect,1.0
non-zero risk,1.0
exposure level,1.0
recent RIAs,1.0
selecting health endpoints,1.5
double counting,1.0
population susceptibilities,1.0
location-specific biases,1.0
low-end estimate,1.0
scientific basis,1.0
modeling health effects,1.5
health effects,1.0
benefits analysis,1.0
PM-related health effects,1.5
specific threshold,1.0
reported findings,1.0
quantitative sensitivity analysis,1.5
health effects,1.0
statistical methods,1.0
short-term studies,1.0
Additive Models,1.0
separate issue,1.0
important time series studies,2.0
standard errors,1.0
statistical package,1.0
concentration-response functions,1.0
benefits analysis,1.0
Canadian investigators,1.0
mortality risk estimates,1.5
recent literature,1.0
recent time-series studies,1.5
long-term exposure studies,1.5
fine particle,1.0
benefits analysis,1.0
convergence criteria,1.0
relative risks,1.0
relative magnitude,1.0
short-term exposure,1.0
preliminary reanalyses,1.0
morbidity components,1.0
concentration-response relationship,1.0
convergence issue,1.0
relative risks,1.0
statistical package,1.0
mortality results,1.0
reduced hospital admissions,1.5
original studies,1.0
Clear Skies analyses,1.5
respiratory symptoms,1.0
preliminary results,1.0
ongoing reanalyses,1.0
health endpoints,1.0
premature mortality,1.0
mortality study,1.0
preliminary reanalyses,1.0
adjustment factor,1.0
modest effect,1.0
scientific community,1.0
mortality risk estimates,1.5
short-term exposures,1.0
ambient levels,1.0
monetary value,1.0
prolonging life,1.0
premature mortality,1.0
value reductions,1.0
continued research,1.0
air pollution,1.0
involving measures,1.0
long-term exposures,1.0
Short-term studies,1.0
Premature Mortality,1.0
epidemiological studies,1.0
serious nature,1.0
considerable uncertainty,1.0
appropriate adjustments,1.0
substantial body,1.0
scientific literature,1.0
important health endpoint,1.5
mortality risk reduction,1.5
mortality risks,1.0
Long-term studies,1.0
excess mortality,1.0
increased mortality rates,1.5
community epidemiological,1.0
annual mortality rates,1.5
model specifications,1.0
various measures,1.0
elevated rates,1.0
long-term exposure,1.0
causing mortality,1.0
mortality rates,1.0
significant associations,1.0
dozen studies,1.0
always significant,1.0
significant associations,1.0
annual mortality,1.0
long-term studies,1.0
fine particles,1.0
individual information,1.0
individual level,1.0
7th day,1.0
Adventist study,1.0
significant improvement,1.0
prospective cohort,1.0
cohort groups,1.0
inconsistent results,1.0
major data set,1.5
multiple locations,1.0
air quality results,1.5
fine particle indicators,1.5
fine particles components,1.5
particular importance,1.0
benefits analyses,1.0
methodological limitations,1.0
final results,1.0
improved approaches,1.0
previous long-term analyses,1.5
reanalysis effort,1.0
health status,1.0
scientific analysis team,1.5
original findings,1.0
reported associations,1.0
original investigators,1.0
male veterans,1.0
publicly available,1.0
consistent results,1.0
broad applicability,1.0
extensive reexamination,1.0
individual health effects information,2.0
original studies,1.0
unexpected sensitivities,1.0
recent air quality,1.5
overall findings,1.0
long-term mortality studies,1.5
risk estimates,1.0
health information,1.0
potential reductions,1.0
mortality risk,1.0
estimating mortality risk reduction,2.0
exposure interval,1.0
spatial correlation,1.0
recommended emphasis,1.0
prospective cohort studies,1.5
recommended use,1.0
sample size,1.0
regulatory impact analysis,1.5
data set,1.0
median levels,1.0
analyzing mortality benefits,1.5
mortality benefits,1.0
causal association,1.0
causal relationship,1.0
short-term measures,1.0
socio-economic status,1.0
original study,1.0
present analysis,1.0
Concentration-Response function,1.0
inherent limitations,1.0
time-series studies,1.0
confounding variables,1.0
short-term studies,1.0
single day basis,1.5
two-day exposure,1.0
air pollution,1.0
geographic scope,1.0
original study,1.0
short-term exposures,1.0
benefit estimate,1.0
daily mortality statistics,1.5
particular strength,1.0
multiple days,1.0
day-to-day basis,1.0
individual area,1.0
possible interpretation,1.0
short-term risk,1.0
study types,1.0
long-term studies,1.0
robust estimates,1.0
time-series studies,1.0
observed mortality associations,1.5
mortality effects,1.0
Various reviewers,1.0
recent pollution levels upwards,2.0
underlying relationship,1.0
pollution exposures,1.0
chronic effect,1.0
short-term effect,1.0
single day time series,2.0
recent studies,1.0
time-series studies,1.0
recent estimates,1.0
premature mortality,1.0
fine particles,1.0
full impact,1.0
chronic exposures,1.0
mortality effect,1.0
concentration-response function,1.0
daily mortality,1.0
fine particle levels,1.5
single-day effects,1.0
cumulative impact,1.0
recent evidence,1.0
PM-mortality coefficients,1.0
chronic effect,1.0
daily mortality,1.0
particle levels,1.0
short-term mortality,1.0
additional chronic,1.0
short-term estimates,1.0
following days,1.0
possible sources,1.0
upward bias,1.0
data sets,1.0
bias estimates,1.0
possible sources,1.0
downward bias,1.0
long-term cohort studies,1.5
long-term exposures,1.0
ambient levels,1.0
fine particles,1.0
premature mortality,1.0
concentration-response function,1.0
daily mortality studies,1.5
previous days,1.0
Multi-day models,1.0
daily mortality studies,1.5
relative risks,1.0
lag models,1.0
fine particles,1.0
emissions reductions,1.0
coarse fraction,1.0
downward bias,1.0
function results,1.0
lag model,1.0
lag model,1.0
ambient concentrations,1.0
full potential,1.0
multi-day mortality impact,1.5
adjustment factor,1.0
fine fraction,1.0
proportional increase,1.0
estimated coefficient,1.0
lag adjustment factor,1.5
coefficient estimate,1.0
single-lag model,1.0
distributed lag,1.0
adjustment factor,1.0
all-cause mortality,1.0
adjusted estimates,1.0
pulmonary disease,1.0
long-term exposure,1.0
air pollution,1.0
full impact,1.0
estimated coefficient,1.0
single-lag model,1.0
coefficient estimate,1.0
relevant coefficients,1.0
lost approach,1.0
life years,1.0
cause mortality,1.0
daily pollution levels,1.5
daily death counts,1.5
PM-mortality relationship,1.0
uncertain amount,1.0
premature mortality,1.0
preliminary findings,1.0
40 percent reduction,1.5
Chronic Bronchitis,1.0
Chronic bronchitis,1.0
chronic bronchitis,1.0
chronic bronchitis,1.0
shorttern exposure,1.0
Chronic bronchitis,1.0
