Themes/Phrases,strength
Foreign Participation,1.0
major rule,1.0
final rule,1.0
final rule,1.0
foreign participation,1.0
telecommunications market,1.0
foreign carriers,1.0
final rule,1.0
open entry standard,1.5
opportunities test,1.0
applicable requirements,1.0
basic telecommunications services,1.5
procedural steps,1.0
evaluation work,1.0
cost-benefit analysis,1.0
Regulatory Flexibility Analysis,1.5
small entities,1.0
final rules,1.0
compliance requirements,1.0
Cost-benefit analysis,1.0
final rule,1.0
common carrier radio licensees,2.0
Regulatory Flexibility,1.0
regulatory agency,1.0
Regulatory Flexibility Analysis,1.5
small entities,1.0
Regulatory Flexibility Analysis,1.5
Unfunded Mandates,1.0
relevant information,1.0
final rule,1.0
final rule,1.0
information collection,1.0
executive orders,1.0
Unfunded Mandates,1.0
prior notification,1.0
final rule requests comments,2.0
seeking comments,1.0
final rule,1.0
final rule,1.0
estimated number,1.0
annual burden hours,1.5
estimated burden cost,1.5
Statutory authorization,1.0
annual burden hours,1.5
final rule,1.0
review requirements,1.0
regulatory agency,1.0
Interim Rules,1.0
Interim Rules,1.0
health insurance coverage,1.5
mental health benefits,1.5
group health plans,1.5
day delay,1.0
procedure thereon,1.0
effective date,1.0
public comments,1.0
interim rules,1.0
group health plan,1.5
brief statement,1.0
interim rules,1.0
major rules,1.0
interim rules,1.0
Revenue Code,1.0
interim rules,1.0
effective date,1.0
day delay requirement,1.5
good cause,1.0
effective date,1.0
public interest,1.0
good cause,1.0
requested comments,1.0
day delay period,1.5
procedural steps,1.0
public comment period,1.5
time periods,1.0
interim rule,1.0
Cost-benefit analysis,1.0
Utilizing figures,1.0
evaluation work,1.0
direct impact,1.0
economic impact analysis,1.5
aggregate health plan expenditures,2.0
interim rules,1.0
expenditure impact estimates,1.5
Unfunded Mandates,1.0
plan sponsor responses,1.5
additional analyses,1.0
Regulatory Flexibility,1.0
interim rules,1.0
executive orders,1.0
public comment,1.0
information collections subject,1.5
interim rules,1.0
actual increase,1.0
cost exemption,1.0
regulatory flexibility analysis,1.5
burdensome alternative,1.0
tribal governments,1.0
public interest,1.0
statutory provisions,1.0
aggregate health plan expenditures,2.0
different assumptions,1.0
interim rules,1.0
emergency approval,1.0
interim rules,1.0
burden estimates,1.0
Unfunded Mandates,1.0
interim basis,1.0
interim rules,1.0
relevant information,1.0
information collections concern,1.5
statutory provisions,1.0
group health plan,1.5
transition period,1.0
information collection,1.0
interim rules,1.0
Statutory authorization,1.0
interim rules,1.0
economically significant,1.0
regulatory actions,1.0
budgetary impact,1.0
regulatory action documents,1.5
major rule,1.0
general industry,1.0
respirator selection,1.0
fit testing,1.0
employee training,1.0
marine terminal workplaces,1.5
procedural steps,1.0
medical evaluation,1.0
respirator use,1.0
Cost-benefit analysis,1.0
respiratory protection standards,1.5
final rule,1.0
final rule,1.0
respiratory protection program,1.5
program administration,1.0
applicable requirements,1.0
evaluation work,1.0
final rule,1.0
respiratory illnesses,1.0
final respiratory protection rule,2.0
835 cancer deaths,1.5
economic analysis,1.0
fit testing,1.0
private sector mandate,1.5
final rule,1.0
final rule,1.0
incremental costs,1.0
cardiovascular disease,1.0
total costs,1.0
inhalation injuries,1.0
analysis estimates,1.0
final rule,1.0
Regulatory Flexibility,1.0
intergovernmental mandate,1.0
small entities,2.0
Unfunded Mandates,1.0
quantitative terms,1.0
executive orders,1.0
regulatory alternatives,1.0
final rule,1.0
additional comments,1.0
OSHA-ordered study,1.0
final rulemaking,1.0
protection factors,1.0
final rule,1.0
statutory authority,1.0
relevant information,1.0
transcript pages,1.0
public hearing,1.0
entire record,1.0
individual items,1.0
information collection requirements,1.5
final rule,1.0
average burden,1.0
total burden hours,1.5
control numbers,1.0
Statutory authorization,1.0
final rule,1.0
regulatory action,1.0
final rule,1.0
burden hours,1.0
final rule,1.0
future auctions,1.0
information collections,1.0
competitive bidding rules,1.5
final rule,1.0
major rule,1.0
final rule,1.0
spectrum auction program,1.5
overall efficiency,1.0
competitive bidding,1.0
applicable requirements,1.0
procedural steps,1.0
Competitive Bidding,1.0
COMPETITIVE BIDDING PROCEDURES,1.5
cost-benefit analysis,1.0
Cost-benefit analysis,1.0
final rule,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility Analysis,1.5
final rule,1.0
installment payments,1.0
final rule,1.0
compliance requirements,1.0
small entities,1.0
final rule,1.0
regulatory agency,1.0
executive orders,1.0
small entities,1.0
Regulatory Flexibility Analysis,1.5
installment payments,1.0
Unfunded Mandates,1.0
installment payments,1.0
final rule,1.0
Unfunded Mandates,1.0
relevant information,1.0
annual burden hours,1.5
additional requirements,1.0
19 reply comments,1.5
Twenty-four comments,1.0
regulatory agency,1.0
Transfer Disclosures,1.0
approved collection,1.0
Statutory authorization,1.0
final rule,1.0
information collection,1.0
estimated number,1.0
annual burden hour estimate,2.0
emergency approval,1.0
final rule,1.0
promulgated pursuant,1.0
final rule sets,1.5
information collection,1.0
Auction Forms,1.0
review requirements,1.0
major rule,1.0
final rule,1.0
final rule,1.0
exclusive license applicants,1.5
mobile operations,1.0
service rules,1.0
potential service offerings,1.5
applicable requirements,1.0
procedural steps,1.0
effective use,1.0
regulatory framework,1.0
evaluation work,1.0
competitive bidding procedures,1.5
cost-benefit analysis,1.0
Regulatory Flexibility Analysis,1.5
legal basis,1.0
economic impact,1.0
Regulatory Flexibility Analysis,1.5
final rules,1.0
compliance requirements,1.0
small entities,1.0
percent bidding credit,1.5
small entities,1.0
Unfunded Mandates,1.0
percent bidding credit,1.5
Unfunded Mandates,1.0
relevant information,1.0
final rule,1.0
final rule,1.0
information collections,1.0
estimated respondents,1.0
annual burden,1.0
operating microwave links,1.5
Statutory authorization,1.0
Cost-benefit analysis,1.0
final rule,1.0
final rule,1.0
review requirements,1.0
Regulatory Flexibility,1.0
Regulatory Flexibility Analysis,1.5
final rule,1.0
minimum number,1.0
final rule,1.0
regulatory agency,1.0
small entities,1.0
gross revenues,1.0
regulatory agency,1.0
executive orders,1.0
proposed rule,1.0
computer-readable database,1.0
major rule,1.0
Language Pathology,1.0
final rule,1.0
reasonable costs,1.0
physical therapy,1.0
salary equivalency,1.0
Equivalency Guidelines,1.0
inpatient hospital services,1.5
hospice services,1.0
procedural steps,1.0
salary equivalency guidelines,1.5
final rule,1.0
reasonable costs,1.0
occupational therapy services,1.5
language pathology,1.0
fiscal intermediaries,1.0
allowable costs,1.0
therapy services,1.0
applicable requirements,1.0
respiratory therapy services,1.5
outside contractor,1.0
final rule,1.0
revenue enhancement practices,1.5
evaluation work,1.0
Regulatory Flexibility,1.0
final rules,1.0
estimated savings,1.0
small entities,1.0
final rule,1.0
qualitative terms,1.0
therapist companies,1.0
small entities,1.0
Cost-benefit analysis,1.0
Flexibility Analysis,1.0
quantitative terms,1.0
percentage increases,1.0
final rule,1.0
informational requirements,1.0
general descriptions,1.0
final rule,1.0
substantial number,1.0
rural hospitals,1.0
anticipated effects,1.0
regulatory impact analysis,1.5
Unfunded Mandates,1.0
private sector mandate,1.5
final rule,1.0
final rule,1.0
salary equivalency guidelines,1.5
final rule,1.0
Unfunded Mandates,1.0
regulatory action,1.0
relevant information,1.0
final rule,1.0
information collections,1.0
final rule,1.0
executive orders,1.0
final rule,1.0
cost report information,1.5
Statutory authorization,1.0
Improved Targeting,1.0
major rule,1.0
final rule,1.0
Home Reimbursements,1.0
Improved Targeting,1.0
governing reimbursement,1.0
family day,1.0
census data,1.0
home determinations,1.0
child care vouchers,1.5
including use,1.0
interim rule,1.0
incorporating changes,1.0
care homes,1.0
documentation requirements,1.0
care home options,1.5
Improved Targeting,1.0
Home Reimbursements,1.0
blended rates,1.0
claiming percentages,1.0
using attendance,1.0
verifying household,1.0
enrollment lists,1.0
procedural steps,1.0
evaluation work,1.0
final rule,1.0
final rule,1.0
appropriate use,1.0
major rule,1.0
interim rule,1.0
day care homes,1.5
applicable requirements,1.0
Cost-benefit analysis,1.0
economic impact analysis,1.5
interim rule,1.0
final analysis,1.0
federal savings,1.0
fiscal years,1.0
non-low-income families,1.0
interim analysis,1.0
final rule,1.0
non-low-income providers,1.0
day care homes,1.5
Regulatory Flexibility,1.0
Non-low-income households,1.0
low-income families,1.0
final rule,1.0
economic impact,1.0
child care subsidies,1.5
interim rule,1.0
Flexibility Analysis,1.0
large decrease,1.0
reimbursement rates,1.0
small entities,2.0
substantial number,1.0
economic impact,1.0
final rule,1.0
federal mandate,1.0
executive orders,1.0
final rule,1.0
care homes,1.0
interim rule,1.0
day care homes,1.5
Regulatory Flexibility,1.0
final rule,1.0
home providers,1.0
initial analysis,1.0
Unfunded Mandates,1.0
relevant information,1.0
interim rule,2.0
tribal governments,1.0
information collections,1.0
final rule,1.0
final rule,1.0
recordkeeping hours,1.0
family day care homes,2.0
annual frequency,1.0
final rule,1.0
information collection requirements,1.5
final rule,1.0
annual burden hours,1.5
recordkeeping requirements,1.0
sponsoring organizations,1.0
statutory deadline,1.0
final rule,1.0
interim rule,1.0
regulatory action,1.0
final rule,1.0
retroactive effect,1.0
information collections,1.0
final rule,1.0
Statutory authorization,1.0
elementary school attendance area information,2.5
preemptive effect,1.0
local laws,1.0
administrative procedures,1.0
interim rule,1.0
numerous meetings,1.0
final rule,1.0
final rule,1.0
full implementation,1.0
sponsoring organizations,1.0
Registration Form,1.0
fund prospectus disclosure,1.5
final rule,1.0
final rules,1.0
major rules,1.0
final rule amends,1.5
effective communication,1.0
final rule,1.0
investment strategies,1.0
evaluation work,1.0
disclosure document,1.0
standardized format,1.0
applicable requirements,1.0
procedural steps,1.0
operational matters,1.0
key information,1.0
Cost-benefit analysis,1.0
capital formation,1.0
cost-benefit analysis,1.0
final rules,1.0
restructured advertising expenditures,1.5
annual cost,1.0
diverse information needs,1.5
Regulatory Flexibility Analysis,1.5
annual cost,1.0
wellinformed investors,1.0
complete analyses,1.0
distribution costs,1.0
registered open-end management investment,2.0
Regulatory Flexibility,1.0
final rules,1.0
Final Analysis,1.0
Regulatory Flexibility Analysis,1.5
net assets,1.0
small entities,1.0
final rule,1.0
current information,1.0
initial time,1.0
additional burdens,1.0
small entities,1.0
small entities,1.0
several alternatives,1.0
Final Analysis,1.0
approximately one-third,1.0
small entities,1.0
separate treatment,1.0
small entities,1.0
Unfunded Mandates,1.0
final rules,1.0
several alternatives,1.0
relevant information,1.0
regulatory agency,1.0
Unfunded Mandates,1.0
executive orders,1.0
final rules,1.0
final rules,1.0
information collections,1.0
proposed rules,1.0
Statutory authorization,1.0
review requirements,1.0
final rules,1.0
annual burden hours,1.5
regulatory agency,1.0
Organ Procurement,1.0
procedural steps,1.0
final rule,1.0
performance goals,1.0
applicable requirements,1.0
major rule,1.0
final rule,1.0
Cost-benefit analysis,1.0
final rule,1.0
final rule,1.0
Regarding benefits,1.0
substantial risk,1.0
transplant performance,1.0
statistical life,1.0
quantifying benefit,1.0
public oversight,1.0
transplant center performance,1.5
performance goals,1.0
final rule,1.0
average age,1.0
current costs,1.0
public trust,1.0
Regulatory Flexibility,1.0
organ transplant system,1.5
substantial number,1.0
imposing quality,1.0
transplant hospitals,1.0
major portion,1.0
required volume,1.0
performance standards,1.0
Flexibility Analysis,1.0
specific allocation,1.0
transplant programs,1.0
allocation policies,1.0
